x,y,class
-5.0,29.13846760084568,0.0
-4.9,12.497914870870241,0.0
-4.800000000000001,9.929188721941863,0.0
-4.700000000000001,0.8329053925366985,0.0
-4.600000000000001,7.642168737176065,0.0
-4.500000000000002,4.002476409454293,0.0
-4.400000000000002,-1.1055255001997821,0.0
-4.3000000000000025,13.485738936053707,0.0
-4.200000000000003,2.9326363843846357,0.0
-4.100000000000003,19.4385153438409,0.0
-4.0000000000000036,18.39318448730393,0.0
-3.900000000000004,17.63942168738157,0.0
-3.8000000000000043,20.48250168004425,0.0
-3.7000000000000046,-1.3085288916227693,0.0
-3.600000000000005,-4.545793475838574,0.0
-3.5000000000000053,14.477612698528986,0.0
-3.4000000000000057,2.764280444593946,0.0
-3.300000000000006,3.6313294617543024,0.0
-3.2000000000000064,12.482098077252754,0.0
-3.1000000000000068,15.692947276631848,0.0
-3.000000000000007,-16.645779588749093,0.0
-2.9000000000000075,18.030657817837103,0.0
-2.800000000000008,-3.9979330811021274,0.0
-2.700000000000008,-23.641916226274937,0.0
-2.6000000000000085,8.384468253740305,0.0
-2.500000000000009,26.18966488402392,0.0
-2.4000000000000092,28.121157424806853,0.0
-2.3000000000000096,4.227811043611638,0.0
-2.20000000000001,-8.959186045836613,0.0
-2.1000000000000103,4.784473668536821,0.0
-2.0000000000000107,14.754724622221428,0.0
-1.900000000000011,6.670539458925866,0.0
-1.8000000000000114,3.9052325992956636,0.0
-1.7000000000000117,23.698050485794383,0.0
-1.600000000000012,5.299608232696146,0.0
-1.5000000000000124,-14.22586274128896,0.0
-1.4000000000000128,9.309060888943192,0.0
-1.3000000000000131,26.817034111333214,0.0
-1.2000000000000135,5.994668985979617,0.0
-1.1000000000000139,2.65674364673112,0.0
-1.0000000000000142,18.876897965248936,0.0
-0.9000000000000146,32.211872113544,0.0
-0.8000000000000149,6.772395161524711,0.0
-0.7000000000000153,32.39110260485191,0.0
-0.6000000000000156,-8.004096727599663,0.0
-0.500000000000016,-4.791377519255541,0.0
-0.40000000000001634,-2.133785437405491,0.0
-0.3000000000000167,22.5820427204172,0.0
-0.20000000000001705,21.094900948406053,0.0
-0.10000000000001741,3.655965251572516,0.0
0.0,-11.222710088899634,1.0
0.1,-3.0175418627455244,1.0
0.2,-10.985785139734205,1.0
0.30000000000000004,-24.3134313356339,1.0
0.4,-6.918174851302399,1.0
0.5,-8.180178973163873,1.0
0.6000000000000001,2.351662427260326,1.0
0.7000000000000001,-8.539498036253544,1.0
0.8,-12.358489244217296,1.0
0.9,-7.146103006494963,1.0
1.0,-15.409809916082876,1.0
1.1,-17.527540900600783,1.0
1.2000000000000002,7.584422588429263,1.0
1.3,-24.188130634237197,1.0
1.4000000000000001,-17.298642045933786,1.0
1.5,-10.214630206918256,1.0
1.6,-23.296597741620033,1.0
1.7000000000000002,-16.4394851810626,1.0
1.8,-7.602576375792666,1.0
1.9000000000000001,9.243040273538504,1.0
2.0,-11.632030109183994,1.0
2.1,2.91556782489576,1.0
2.2,5.500776532626286,1.0
2.3000000000000003,-4.215630107968197,1.0
2.4000000000000004,-0.9763659889475047,1.0
2.5,-0.09663182785438096,1.0
2.6,-12.478289339176962,1.0
2.7,0.41902866947792106,1.0
2.8000000000000003,-16.026552680946594,1.0
2.9000000000000004,-12.18166722453228,1.0
3.0,-7.4096831722399426,1.0
3.1,6.770573024663772,1.0
3.2,-7.909888337156634,1.0
3.3000000000000003,-2.5035315032043037,1.0
3.4000000000000004,-5.628756077558542,1.0
3.5,7.052339488911784,1.0
3.6,-19.294324049077325,1.0
3.7,-5.753660087646153,1.0
3.8000000000000003,-11.011087559664489,1.0
3.9000000000000004,-14.73988323413046,1.0
4.0,-13.23832407332118,1.0
4.1000000000000005,-14.264140300511723,1.0
4.2,-23.641686729548773,1.0
4.3,-15.933056526553173,1.0
4.4,-1.991482304901929,1.0
4.5,-17.163319930589868,1.0
4.6000000000000005,-5.366401198542199,1.0
4.7,-10.0679914677979,1.0
4.800000000000001,-11.281746878133049,1.0
4.9,-8.428757873011456,1.0
